"F1","F2","F3","F4","F5","B1","B2","F6","F7","L"
"26.48","840","551780","5","09","1","1","128","-7","0"
"1059.00","840","054670","7","10","1","1","130","7","0"
"212.48","840","602544","1","04","1","1","131","16","0"
"26.48","840","051223","1","08","1","1","122","-7","0"
"74.34","840","241854","6","00","1","1","128","-7","0"
"38.12","840","054654","5","22","1","1","125","11","0"
"212.48","840","551780","4","21","1","1","119","8","0"
"26.48","840","551780","4","19","1","1","128","-7","0"
"26.48","840","307515","1","23","1","1","133","13","0"
"40.38","840","496851","1","01","1","1","132","16","0"
"25.00","840","107545","2","23","1","1","128","-7","0"
"106.58","840","551780","5","04","1","1","127","12","0"
"53.16","840","551780","6","12","1","1","128","-7","0"
"26.48","840","403245","5","09","1","1","128","-15","0"
"49.77","840","551080","2","19","1","1","116","-9","0"
"21.18","840","926352","1","11","1","1","128","12","0"
"100.00","840","241854","7","04","1","1","128","5","0"
"106.58","840","053126","6","19","1","1","118","8","0"
"530.47","840","241854","6","11","1","1","132","4","0"
"37.07","840","053126","6","08","1","1","132","6","0"
"200.15","840","551780","7","19","1","1","128","-7","0"
"21.18","840","497851","6","04","1","1","128","-7","0"
"50.00","840","257531","2","05","1","1","128","-7","1"
"34.59","840","243355","1","11","1","1","122","-7","0"
"52.95","840","551080","7","20","1","1","131","14","0"
"38.00","840","551080","5","11","1","1","124","-29","0"
"26.48","840","552751","2","19","1","1","127","-33","0"
"25.00","840","051102","5","00","1","1","124","-3","0"
"21.18","840","551780","6","15","1","1","123","-28","0"
"9.94","76","515305","5","20","1","1","66","43","0"
"21.30","840","065311","4","11","1","1","126","-30","0"
"6.04","380","502095","1","19","0","1","66","43","0"
"50.00","840","551080","7","09","1","1","134","-2","0"
"530.47","840","241854","6","06","1","1","133","1","0"
"300.00","840","499445","4","05","1","1","128","-5","0"
"26.48","840","054654","6","22","1","1","127","10","0"
"37.07","840","051780","2","21","1","1","128","-7","0"
"17.46","840","165413","6","21","1","1","132","6","0"
"106.58","840","553487","6","03","1","1","120","-7","0"
"25.00","840","241854","7","19","1","1","133","1","0"
"105.90","840","552751","3","05","1","1","122","-7","0"
"60.00","840","432542","4","06","1","1","128","-7","0"
"60.00","840","053126","6","18","1","1","128","-7","0"
"26.48","840","554903","5","07","1","1","124","2","0"
"26.48","840","551780","2","18","1","1","127","-33","0"
"52.95","840","243355","1","23","1","1","128","-7","0"
"105.90","840","551780","4","06","1","1","129","-5","0"
"57.69","124","551607","7","21","1","1","133","10","0"
"100.00","840","415189","3","00","1","1","120","-8","0"
"21.18","840","552751","7","08","1","1","123","-7","0"
"25.12","840","110853","4","00","1","1","123","5","0"
"6.21","276","215234","6","04","0","1","59","38","0"
"212.48","840","054917","3","20","1","1","128","-7","0"
"26.60","840","551780","7","00","1","1","130","7","0"
"26.48","840","241854","2","19","1","1","128","-7","0"
"25.00","840","156355","3","06","1","1","128","-7","0"
"26.48","840","243355","1","22","1","1","132","18","0"
"24.54","76","315447","2","16","1","1","67","47","0"
"26.48","840","243355","2","00","1","1","128","-7","0"
"53.16","840","865117","5","04","1","1","131","1","0"
"212.48","840","554664","7","04","1","1","122","-7","0"
"200.68","840","243355","2","03","1","1","128","-7","0"
"58.25","840","552751","3","19","1","1","128","-7","0"
"26.60","840","415152","7","21","1","1","128","-7","0"
"58.25","840","236945","7","04","1","1","119","-6","0"
"50.12","840","555761","3","04","1","1","128","-7","0"
"21.18","840","551780","4","23","1","1","128","-7","0"
"26.48","840","572517","4","21","1","1","126","13","0"
"58.25","840","555733","1","23","1","1","124","-30","0"
"70.00","840","927544","3","21","1","1","128","-7","0"
"26.60","840","765156","2","03","1","1","124","6","0"
"211.80","840","241854","7","08","1","1","128","-7","0"
"50.12","840","125853","5","21","1","1","128","-7","0"
"530.47","840","551995","5","19","1","1","124","5","0"
"25.00","840","265262","6","01","1","1","133","1","0"
"76.92","124","919854","5","07","1","1","140","-15","0"
"21.18","840","051223","7","03","1","1","126","10","0"
"50.00","840","551080","3","05","1","1","128","-7","0"
"42.48","840","572517","6","02","1","1","127","-33","0"
"53.16","840","572517","7","21","1","1","119","-6","0"
"52.95","840","551080","7","04","1","1","128","-7","0"
"21.30","840","572517","7","05","1","1","128","-7","0"
"26.48","840","241854","5","07","1","1","125","8","0"
"21.18","840","377514","2","02","1","1","120","0","0"
"50.00","840","243355","2","23","1","1","128","-7","0"
"53.16","840","915129","7","18","1","1","132","18","0"
"95.85","840","551780","2","10","1","1","130","10","0"
"50.12","840","055376","1","03","1","1","124","2","0"
"21.30","840","444854","1","00","1","1","129","-15","0"
"160.68","840","054819","5","03","1","1","128","-7","0"
"318.51","840","315215","1","02","1","1","130","14","0"
"21.18","840","421795","2","04","1","1","127","-32","0"
"74.13","840","554038","4","18","1","1","128","-7","0"
"25.00","840","815539","3","18","1","1","128","-7","0"
"26.48","840","241854","5","01","1","1","118","9","0"
"21.18","840","555121","7","18","1","1","132","2","0"
"31.77","840","051780","4","22","1","1","122","-8","0"
"52.95","840","053126","4","23","1","1","128","-7","0"
"33.89","840","110853","7","04","1","1","128","-7","0"
"53.16","840","465175","7","00","1","1","131","2","0"
"21.18","840","053126","1","23","1","1","116","9","0"
"1000.00","840","165146","3","22","1","1","128","-7","0"
"3.18","643","815117","1","17","0","1","66","40","0"
"53.16","840","551780","1","17","1","1","131","2","0"
"53.16","840","903354","7","16","1","1","127","1","0"
"25.00","840","172795","5","02","1","1","128","-7","0"
"26.48","840","415495","7","01","1","1","130","-10","0"
"106.58","840","551780","6","19","1","1","127","-32","0"
"61.42","840","165466","6","00","1","1","128","-7","0"
"200.00","840","576195","2","02","1","1","123","-28","0"
"87.90","840","965461","2","00","1","1","130","6","0"
"26.60","840","551780","7","03","1","1","124","-29","0"
"122.47","840","165146","6","23","1","1","119","-9","0"
"26.48","840","551080","5","06","1","1","123","-23","0"
"211.80","840","215109","4","23","1","1","128","-7","0"
"52.95","840","765156","7","22","1","1","130","-22","0"
"25.00","840","377514","1","21","1","1","132","6","0"
"28.71","840","051223","2","08","0","0","135","14","0"
"211.80","840","241854","6","20","1","1","128","-7","0"
"42.36","840","551080","2","06","1","1","130","16","0"
"26.48","840","615113","7","20","1","1","128","-7","0"
"50.00","840","865524","7","16","1","1","128","-7","0"
"26.48","840","239145","7","11","1","1","124","-29","0"
"105.90","840","551780","3","20","1","1","128","-7","0"
"68.84","840","241854","3","19","1","1","132","18","0"
"25.00","840","377514","6","20","1","1","131","6","0"
"26.48","840","621354","4","08","1","1","128","-7","1"
"26.48","840","865516","7","17","1","1","132","6","0"
"2.41","76","815350","3","00","1","1","66","43","0"
"105.90","840","997521","2","05","1","1","128","-7","0"
"26.48","840","165466","2","04","1","1","135","-3","0"
"26.48","840","551780","3","07","1","1","124","-30","0"
"38.46","124","337524","5","23","1","1","133","10","0"
"26.48","840","299351","2","20","1","1","132","18","0"
"53.16","840","551780","7","17","1","1","128","-7","0"
"67.99","840","554038","2","10","1","1","124","-28","0"
"50.00","840","241854","5","01","1","1","132","18","0"
"26.48","840","551780","1","03","1","1","123","-28","0"
"105.90","840","065311","3","01","1","1","130","-16","0"
"105.90","840","243355","6","04","1","1","122","9","0"
"58.57","840","551780","1","07","1","1","122","-7","0"
"21.30","840","052769","5","22","1","1","128","-7","0"
"530.47","840","602544","7","04","1","1","134","16","0"
"30.91","840","165413","6","05","1","1","131","2","0"
"26.48","840","054654","3","06","1","1","125","0","0"
"1059.00","840","212545","5","01","1","1","128","-7","0"
"529.50","840","241854","7","20","1","1","120","-1","0"
"52.95","840","663854","5","16","1","1","129","10","0"
"20.00","840","552751","4","07","1","1","130","16","0"
"21.18","840","302540","7","03","1","1","128","-7","0"
"23.63","840","165413","5","21","1","1","120","7","0"
"50.12","840","752523","5","11","1","1","130","16","0"
"299.70","840","241854","4","08","1","1","129","12","0"
"106.58","840","992512","3","21","1","1","132","18","0"
"105.90","840","765156","7","21","1","1","123","-29","0"
"26.48","840","551080","3","03","1","1","119","-1","0"
"22.49","840","165413","6","01","1","1","121","-21","0"
"191.30","840","551780","7","17","1","1","131","6","0"
"31.89","840","551780","7","18","1","1","137","-33","0"
"26.48","840","765156","3","21","1","1","128","-7","0"
"4.65","616","377545","2","21","0","1","77","51","0"
"50.00","840","270895","2","04","1","1","132","18","0"
"26.60","840","243355","5","06","1","1","128","-7","0"
"26.48","840","054654","3","21","1","1","125","0","0"
"529.50","840","551080","7","05","1","1","129","-15","0"
"25.00","840","551780","5","21","1","1","128","-1","0"
"212.48","840","887514","7","07","1","1","133","1","0"
"67.78","840","593095","5","11","1","1","129","-6","0"
"28.71","840","243355","5","02","1","1","131","16","0"
"300.00","840","241854","2","05","1","1","132","19","0"
"264.75","840","241854","5","03","1","1","128","14","0"
"25.00","840","552751","4","20","1","1","119","-9","0"
"106.58","840","552911","2","17","0","0","135","14","0"
"794.25","840","241854","7","03","1","1","124","5","0"
"26.48","840","051223","5","07","1","1","122","-7","0"
"500.00","840","241854","6","19","1","1","119","-6","0"
"53.16","840","551780","7","20","1","1","128","-7","0"
"42.36","840","551780","6","21","1","1","128","-7","0"
"105.90","840","551080","5","03","1","1","130","15","0"
"16.75","840","551059","7","23","1","1","123","7","0"
"26.48","840","565510","6","12","1","1","128","-7","0"
"212.48","840","765156","6","06","1","1","134","1","0"
"31.89","840","552751","7","23","1","1","122","-7","0"
"26.48","840","055988","1","04","1","1","132","4","0"
"53.16","840","551780","1","03","1","1","115","9","0"
"52.95","840","597515","6","07","0","0","135","14","0"
"26.60","840","551780","6","20","1","1","128","-7","0"
"24.51","840","165413","6","21","1","1","130","15","0"
"21.18","840","552751","6","19","1","1","127","-33","0"
"26.60","840","551780","3","08","1","1","129","14","0"
"26.48","840","551116","2","06","1","1","132","17","0"
"63.75","840","277510","2","14","1","1","128","-7","0"
"26.60","840","053126","5","04","1","1","118","8","0"
"21.30","840","051223","5","07","1","1","122","-28","0"
"26.48","840","241854","6","09","1","1","119","-9","0"
"25.00","840","432542","7","00","1","1","131","1","0"
"25.00","840","465300","7","03","1","1","128","-7","0"
"52.95","840","572517","6","18","1","1","128","-7","0"
"20.00","840","817536","2","22","1","1","134","-3","0"
"3.68","380","502095","4","21","0","1","66","43","0"
"79.43","840","997521","7","03","1","1","125","-8","0"
"16.45","380","015227","2","22","1","1","134","98","0"
"1000.00","840","466045","5","07","1","1","124","5","0"
"47.66","840","551780","5","03","1","1","123","5","0"
"93.28","124","163853","6","19","1","1","133","10","0"
"25.00","840","054551","5","18","1","1","121","0","0"
"150.00","840","595854","4","07","1","1","131","2","0"
"21.18","840","551780","4","07","1","1","128","-7","0"
"58.46","840","282853","2","10","1","1","132","6","0"
"211.80","840","992512","2","06","1","1","128","-7","0"
"529.50","840","241854","2","03","1","1","128","-7","1"
"26.48","840","125853","1","22","1","1","128","-7","0"
"26.60","840","432542","6","22","1","1","132","17","0"
"31.89","840","065311","6","01","1","1","127","-32","0"
"26.37","840","465175","6","06","1","1","128","-7","0"
"60.21","840","172795","1","21","1","1","128","-7","0"
"93.28","124","497552","5","04","1","1","133","9","0"
"50.12","840","551780","4","09","1","1","123","-23","0"
"16.75","840","551780","6","08","1","1","129","5","1"
"1059.00","840","165466","6","08","1","1","131","2","0"
"90.02","840","215588","1","20","1","1","131","8","0"
"212.48","840","551780","1","06","1","1","124","-3","0"
"19.23","840","551590","6","23","0","1","133","10","0"
"26.48","840","551780","6","03","1","1","117","7","0"
"53.16","840","554038","4","02","1","1","128","-7","0"
"26.60","840","551780","7","06","1","1","123","2","0"
"106.58","840","054654","2","03","1","1","128","-7","0"
"138.35","840","551780","5","04","1","1","123","-28","0"
"26.60","840","551780","2","12","1","1","128","-7","0"
"370.65","840","551080","1","04","1","1","122","-7","0"
"26.48","840","551780","2","14","1","1","128","-7","0"
"26.48","840","054917","7","05","1","1","132","6","0"
"25.00","840","403245","3","07","1","1","128","-7","0"
"21.18","840","551780","4","21","1","1","130","15","0"
"26.48","840","551780","6","19","1","1","125","-1","0"
"35.12","840","051223","5","01","1","1","128","-7","0"
"21.18","840","115150","1","21","1","1","128","-7","0"
"132.38","840","551780","1","01","1","1","124","0","0"
"15.45","208","132547","2","09","1","1","146","100","0"
"52.95","840","551754","5","04","1","1","128","-7","0"
"105.90","840","551780","3","01","1","1","128","-7","0"
"53.16","840","051780","6","20","1","1","123","-7","0"
"106.58","840","241854","6","07","1","1","127","-32","0"
"4.61","840","165413","7","05","1","1","122","-8","0"
"23.42","840","107745","7","02","1","1","131","18","0"
"26.48","840","241854","1","04","1","1","122","-28","0"
"211.80","124","365198","7","07","0","1","123","8","0"
"500.00","840","663854","6","08","1","1","135","-4","0"
"21.18","840","465175","6","05","1","1","128","-7","0"
"26.60","840","227526","1","02","1","1","116","9","0"
"50.12","840","269295","7","04","1","1","119","-9","0"
"42.36","840","551080","6","03","1","1","123","-23","0"
"317.70","840","051223","7","00","1","1","128","-32","0"
"25.00","840","551116","7","11","1","1","131","-11","0"
"21.18","840","243355","3","16","1","1","128","-7","0"
"53.16","840","241854","6","06","1","1","128","-7","0"
"105.90","840","241854","1","01","1","1","128","-7","0"
"37.19","840","432542","7","00","1","1","128","-7","0"
"47.66","840","432542","7","19","1","1","128","-7","0"
"105.90","840","551780","4","01","1","1","128","-1","0"
"21.18","840","551780","7","04","1","1","128","-7","0"
"530.47","840","595854","5","22","1","1","128","-7","0"
"105.90","840","053126","4","06","1","1","116","8","1"
"318.51","840","551780","7","23","1","1","129","-16","0"
"26.12","840","065311","5","10","1","1","128","-7","0"
"52.95","840","243355","6","06","1","1","132","18","0"
"1059.00","840","551780","5","04","1","1","120","2","0"
"22.24","840","551780","6","01","1","1","122","-7","0"
"53.16","840","572551","7","00","1","1","133","19","0"
"21.30","840","053126","6","03","1","1","119","7","0"
"350.00","840","142045","4","20","1","1","131","-7","0"
"25.00","840","377514","7","03","1","1","128","-7","0"
